date,description,amount,source_file
2025-05-12,Card Purchase 05/09 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Apr 2025.pdf
2025-05-12,Card Purchase Return 05/09 Chili's 1333 Ecomm Beaumont CA Card,44.05,9092 Statement Apr 2025.pdf
2025-05-12,Card Purchase With Pin 05/09 Wm Supercenter #5156 Beaumont CA Card -,-19.45,9092 Statement Apr 2025.pdf
2025-05-12,Card Purchase With Pin 05/12 Arco #42405 Ampm Beaumont CA Card -,-44.16,9092 Statement Apr 2025.pdf
2025-05-13,Card Purchase With Pin 05/13 Sharetea Beaumon Beaumont CA Card -,-7.32,9092 Statement Apr 2025.pdf
2025-05-14,Card Purchase 05/13 Hoyoverse Singapore Card 5058 -,-4.99,9092 Statement Apr 2025.pdf
2025-05-14,Card Purchase 05/13 IN-N-Out Beaumont Beaumont CA Card 5058 -,-9.10,9092 Statement Apr 2025.pdf
2025-05-15,Monthly Service Fee -,-12.00,9092 Statement Apr 2025.pdf
2025-05-19,Card Purchase 05/19 Raising Canes 0470 Beaumont CA Card 5058 -,-14.91,9092 Statement May 2025.pdf
2025-05-19,Card Purchase 05/17 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-12.95,9092 Statement May 2025.pdf
2025-05-20,Card Purchase 05/19 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-12.95,9092 Statement May 2025.pdf
2025-05-22,Card Purchase 05/22 Raising Canes 0470 Beaumont CA Card 5058 -,-14.91,9092 Statement May 2025.pdf
2025-05-22,Card Purchase 05/21 IN-N-Out Beaumont Beaumont CA Card 5058 -,-9.10,9092 Statement May 2025.pdf
2025-05-27,Card Purchase 05/23 Wingstop 835 310-097-3152 CA Card 5058 -,-23.26,9092 Statement May 2025.pdf
2025-05-27,Card Purchase 05/25 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-12.95,9092 Statement May 2025.pdf
2025-05-28,Card Purchase 05/27 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-12.95,9092 Statement May 2025.pdf
2025-05-30,Card Purchase 05/29 Hk Kuro Games Limited Wan Chai Card 5058 -,-9.99,9092 Statement May 2025.pdf
2025-06-02,Card Purchase 05/30 Wutheringwaves.Kurogam Wanchai Card 5058 -,-4.99,9092 Statement May 2025.pdf
2025-06-02,Payment Sent 05/31 Cash App*Skye Walker Oakland CA Card 5058 -,-20.00,9092 Statement May 2025.pdf
2025-06-04,Card Purchase 06/04 Domino's 8431 951-769-5777 CA Card 5058 -,-13.99,9092 Statement May 2025.pdf
2025-06-06,Card Purchase With Pin 06/06 Wal Wal-Mart #5156 001 Beaumont CA -,-10.17,9092 Statement May 2025.pdf
2025-06-09,Card Purchase 06/08 Raising Canes 0470 Beaumont CA Card 5058 -,-14.91,9092 Statement May 2025.pdf
2025-06-09,Card Purchase 06/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement May 2025.pdf
2025-06-10,Card Purchase 06/09 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement May 2025.pdf
2025-06-10,Card Purchase 06/09 Domino's 8431 951-769-5777 CA Card 5058 -,-10.76,9092 Statement May 2025.pdf
2025-06-10,Card Purchase 06/09 Steamgames.Com 4259522 425-8899642 WA -,-14.99,9092 Statement May 2025.pdf
2025-06-12,Card Purchase 06/11 Hoyoverse Singapore Card 5058 -,-4.99,9092 Statement May 2025.pdf
2025-06-16,Card Purchase 06/13 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-12.95,9092 Statement May 2025.pdf
2025-06-18,Card Purchase 06/17 Csusb 800-3398131 CA Card 5058 -,-114.81,9092 Statement Jun 2025.pdf
2025-06-18,Card Purchase 06/17 Csusb 800-3398131 CA Card 5058 -,-4332.54,9092 Statement Jun 2025.pdf
2025-06-20,Card Purchase 06/19 Wingstop 835 310-097-3152 CA Card 5058 -,-10.76,9092 Statement Jun 2025.pdf
2025-06-20,Card Purchase 06/19 Wl *Steam Purchase 425-9522985 WA Card -,-39.99,9092 Statement Jun 2025.pdf
2025-06-23,Recurring Card Purchase 06/23 Coursera.Org Coursera.Org CA Card 5058 -,-49.00,9092 Statement Jun 2025.pdf
2025-06-23,Card Purchase 06/21 Wingstop 835 310-097-3152 CA Card 5058 -,-10.76,9092 Statement Jun 2025.pdf
2025-06-25,Card Purchase 06/24 IN-N-Out Beaumont Beaumont CA Card 5058 -,-7.11,9092 Statement Jun 2025.pdf
2025-06-26,Card Purchase 06/26 Che*Chegg Study 855-440-1323 CA Card 5058 -,-15.95,9092 Statement Jun 2025.pdf
2025-06-27,Card Purchase 06/26 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-12.95,9092 Statement Jun 2025.pdf
2025-06-30,Card Purchase 06/30 Steamgames.Com 4259522 425-8899642 WA -,-3.49,9092 Statement Jun 2025.pdf
2025-07-07,Card Purchase 07/03 Hk Kuro Games Limited Wan Chai Card 5058 -,-4.99,9092 Statement Jun 2025.pdf
2025-07-07,Card Purchase 07/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement Jun 2025.pdf
2025-07-07,Card Purchase 07/06 Sq *Zen Banning CA Card 5058 -,-16.16,9092 Statement Jun 2025.pdf
2025-07-07,Card Purchase 07/06 Popeyes 10714 Beaumont CA Card 5058 -,-11.84,9092 Statement Jun 2025.pdf
2025-07-08,Card Purchase 07/08 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Jun 2025.pdf
2025-07-14,Card Purchase With Pin 07/13 The Home Depot #8987 Beaumont CA Card -,-53.85,9092 Statement Jun 2025.pdf
2025-07-16,Monthly Service Fee -,-12.00,9092 Statement Jun 2025.pdf
2025-07-21,Card Purchase 07/17 Little Caesars 1232-0 951-845-1777 CA Card -,-9.68,9092 Statement Jul 2025.pdf
2025-07-24,Card Purchase 07/23 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-12.95,9092 Statement Jul 2025.pdf
2025-07-25,Card Purchase With Pin 07/25 Wal-Mart #5156 Beaumont CA Card 5058 -,-8.09,9092 Statement Jul 2025.pdf
2025-07-28,Card Purchase 07/26 Popeyes 10714 Beaumont CA Card 5058 -,-11.84,9092 Statement Jul 2025.pdf
2025-07-28,Card Purchase With Pin 07/28 Best Buy 00014415 Beaumont CA Card -,-43.08,9092 Statement Jul 2025.pdf
2025-07-28,Recurring Card Purchase 07/25 Https://Skills.Googl Skills.Google MA Card -,-49.00,9092 Statement Jul 2025.pdf
2025-07-28,Card Purchase 07/27 Exer Urgent Care - Beau Beaumont CA Card -,-5.00,9092 Statement Jul 2025.pdf
2025-08-04,Card Purchase With Pin 08/03 Wal-Mart #5156 Beaumont CA Card 5058 -,-2.00,9092 Statement Jul 2025.pdf
2025-08-04,Card Purchase 08/04 Kuro Games Hong Kong Card 5058 -,-4.99,9092 Statement Jul 2025.pdf
2025-08-07,Card Purchase 08/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement Jul 2025.pdf
2025-08-08,Card Purchase 08/08 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Jul 2025.pdf
2025-08-15,Monthly Service Fee -,-12.00,9092 Statement Jul 2025.pdf
2025-08-25,ATM Cash Deposit 08/25 1693 E 2ND St Beaumont CA Card 5058,300.00,9092 Statement Aug 2025.pdf
2025-08-25,Card Purchase With Pin 08/25 Wal-Mart #5156 Beaumont CA Card 5058 -,-20.66,9092 Statement Aug 2025.pdf
2025-08-26,Recurring Card Purchase 08/25 Https://Skills.Googl Skills.Google MA Card -,-49.00,9092 Statement Aug 2025.pdf
2025-08-27,Card Purchase Return 08/26 Https://Skills.Google/ Cambridge MA Card,49.00,9092 Statement Aug 2025.pdf
2025-08-27,Card Purchase 08/26 Csusb 800-3398131 CA Card 5058 -,-199.50,9092 Statement Aug 2025.pdf
2025-08-29,Card Purchase 08/28 365 Vend LLC Troy MI Card 5058 -,-2.25,9092 Statement Aug 2025.pdf
2025-09-02,Card Purchase With Pin 09/02 Arco #42405 Ampm Beaumont CA Card -,-25.55,9092 Statement Aug 2025.pdf
2025-09-02,Card Purchase 09/01 Kuro Games Hong Kong Card 5058 -,-4.99,9092 Statement Aug 2025.pdf
2025-09-04,Card Purchase With Pin 09/04 Arco #42405 Ampm Beaumont CA Card -,-35.59,9092 Statement Aug 2025.pdf
2025-09-08,Card Purchase 09/08 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Aug 2025.pdf
2025-09-08,Online Transfer From Chk ...3122 Transaction#: 26127955548,500.00,9092 Statement Aug 2025.pdf
2025-09-08,Card Purchase 09/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement Aug 2025.pdf
2025-09-11,Payment Sent 09/11 Cash App*Skye Walker Oakland CA Card 5058 -,-20.00,9092 Statement Aug 2025.pdf
2025-09-12,Card Purchase 09/12 365 Vend LLC Troy MI Card 5058 -,-2.25,9092 Statement Aug 2025.pdf
2025-09-12,Card Purchase 09/11 Sq *Generational Exc San Bernardin CA Card -,-10.00,9092 Statement Aug 2025.pdf
2025-09-12,Card Purchase 09/11 Panda Express #3580 San Bernardin CA Card -,-13.27,9092 Statement Aug 2025.pdf
2025-09-15,Card Purchase 09/12 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-12.95,9092 Statement Aug 2025.pdf
2025-09-16,Card Purchase With Pin 09/15 Arco #42327 Ampm Beaumont CA Card -,-10.37,9092 Statement Aug 2025.pdf
2025-09-16,Monthly Service Fee -,-15.00,9092 Statement Aug 2025.pdf
2025-09-17,Card Purchase With Pin 09/16 Wm Supercenter #5156 Beaumont CA Card -,-4.71,9092 Statement Sep 2025.pdf
2025-09-18,Card Purchase 09/16 Carls Jr 1100653 Sn Bernrdno CA Card 5058 -,-15.10,9092 Statement Sep 2025.pdf
2025-09-19,Card Purchase 09/18 Daveshotchicken Daveshotchick CA Card 5058 -,-17.12,9092 Statement Sep 2025.pdf
2025-09-26,Card Purchase 09/25 Daveshotchicken Daveshotchick CA Card 5058 -,-17.12,9092 Statement Sep 2025.pdf
2025-09-29,Card Purchase With Pin 09/28 Wal Wal-Mart #5156 002 Beaumont CA -,-13.78,9092 Statement Sep 2025.pdf
2025-10-01,Card Purchase 10/01 Kuro Games Hong Kong Card 5058 -,-4.99,9092 Statement Sep 2025.pdf
2025-10-06,Card Purchase 10/05 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Sep 2025.pdf
2025-10-06,Card Purchase 10/03 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-12.20,9092 Statement Sep 2025.pdf
2025-10-07,Card Purchase 10/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement Sep 2025.pdf
2025-10-08,Card Purchase 10/07 Farmer Boys - San Be San Bernardin CA Card -,-10.86,9092 Statement Sep 2025.pdf
2025-10-14,Card Purchase 10/13 Steamgames.Com 4259522 425-8899642 WA -,-5.00,9092 Statement Sep 2025.pdf
2025-10-14,Card Purchase 10/10 Raising Canes 0470 Beaumont CA Card 5058 -,-11.55,9092 Statement Sep 2025.pdf
2025-10-15,Card Purchase 10/13 Little Caesars 1232-0 951-845-1777 CA Card -,-8.60,9092 Statement Sep 2025.pdf
2025-10-16,Monthly Service Fee -,-15.00,9092 Statement Sep 2025.pdf
2025-10-20,Card Purchase 10/17 Farmer Boys - San Be San Bernardin CA Card -,-13.26,9092 Statement Oct 2025.pdf
2025-10-23,Card Purchase With Pin 10/23 Wal-Mart #5156 Beaumont CA Card 5058 -,-15.17,9092 Statement Oct 2025.pdf
2025-10-23,Payment Sent 10/22 Cash App*Chaz Oakland CA Card 5058 -,-10.00,9092 Statement Oct 2025.pdf
2025-10-27,Online Transfer From Chk ...3122 Transaction#: 26730133176,500.00,9092 Statement Oct 2025.pdf
2025-10-27,Card Purchase With Pin 10/26 Wm Supercenter #5156 Beaumont CA Card -,-58.31,9092 Statement Oct 2025.pdf
2025-10-28,Card Purchase 10/27 Popeyes 10714 Beaumont CA Card 5058 -,-11.84,9092 Statement Oct 2025.pdf
2025-10-28,Payment Received 10/28 Cash App*Albert*Cash O Oakland CA Card,5.00,9092 Statement Oct 2025.pdf
2025-10-30,Card Purchase 10/30 Raising Canes 0470 Beaumont CA Card 5058 -,-14.75,9092 Statement Oct 2025.pdf
2025-11-03,Card Purchase 10/31 IN-N-Out Beaumont Beaumont CA Card 5058 -,-7.11,9092 Statement Oct 2025.pdf
2025-11-03,Card Purchase 10/30 Jersey Mikes 20160 Rialto CA Card 5058 -,-11.95,9092 Statement Oct 2025.pdf
2025-11-03,Card Purchase 10/30 Little Caesars 1232-0 951-845-1777 CA Card -,-8.60,9092 Statement Oct 2025.pdf
2025-11-03,Card Purchase 11/03 Wuthering Waves Hong Kong Card 5058 -,-4.99,9092 Statement Oct 2025.pdf
2025-11-04,Card Purchase 11/04 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Oct 2025.pdf
2025-11-07,Card Purchase 11/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement Oct 2025.pdf
2025-11-10,Card Purchase With Pin 11/09 Wal-Mart #5156 Beaumont CA Card 5058 -,-11.22,9092 Statement Oct 2025.pdf
2025-11-12,Card Purchase 11/12 Raising Canes 0470 Beaumont CA Card 5058 -,-14.75,9092 Statement Oct 2025.pdf
2025-11-18,Online Transfer From Chk ...3122 Transaction#: 27002726471,600.00,9092 Statement Oct 2025.pdf
2025-11-18,Online Transfer From Sav ...2257 Transaction#: 27002692357,4000.00,9092 Statement Oct 2025.pdf
2025-11-18,Monthly Service Fee -,-15.00,9092 Statement Oct 2025.pdf
2025-11-20,Online Transfer From Chk ...3122 Transaction#: 27034289499,1000.00,9092 Statement Nov 2025.pdf
2025-11-21,Card Purchase With Pin 11/21 99 Ranch #1003 Rowland Heigh CA Card -,-36.93,9092 Statement Nov 2025.pdf
2025-11-24,Card Purchase 11/21 Csusb 800-3398131 CA Card 5058 -,-4486.36,9092 Statement Nov 2025.pdf
2025-11-24,Card Purchase 11/21 IN-N-Out Beaumont Beaumont CA Card 5058 -,-9.10,9092 Statement Nov 2025.pdf
2025-11-25,Card Purchase 11/24 IN-N-Out Beaumont Beaumont CA Card 5058 -,-9.43,9092 Statement Nov 2025.pdf
2025-11-26,Card Purchase 11/25 Csusb 800-3398131 CA Card 5058 -,-1124.02,9092 Statement Nov 2025.pdf
2025-11-28,Card Purchase 11/26 Wingstop 835 310-097-3152 CA Card 5058 -,-20.46,9092 Statement Nov 2025.pdf
2025-11-28,Card Purchase 11/26 Wingstop 806 801-068-3400 CA Card 5058 -,-20.46,9092 Statement Nov 2025.pdf
2025-12-01,Payment Sent 11/30 Cash App*Chaz Oakland CA Card 5058 -,-13.00,9092 Statement Nov 2025.pdf
2025-12-01,Card Purchase Return 11/28 Wingstop 806 Rialto CA Card 5058,20.46,9092 Statement Nov 2025.pdf
2025-12-01,Card Purchase 11/28 IN-N-Out Beaumont Beaumont CA Card 5058 -,-7.33,9092 Statement Nov 2025.pdf
2025-12-01,Card Purchase 11/30 Raising Canes 0470 Beaumont CA Card 5058 -,-14.75,9092 Statement Nov 2025.pdf
2025-12-02,Card Purchase With Pin 12/02 Wm Supercenter #5156 Beaumont CA Card -,-20.33,9092 Statement Nov 2025.pdf
2025-12-02,Card Purchase 12/01 Wingstop 835 310-097-3152 CA Card 5058 -,-20.46,9092 Statement Nov 2025.pdf
2025-12-03,Card Purchase 12/02 IN-N-Out Beaumont Beaumont CA Card 5058 -,-9.43,9092 Statement Nov 2025.pdf
2025-12-04,Card Purchase 12/03 Papa Johns 3353 951-845-7272 CA Card 5058 -,-16.15,9092 Statement Nov 2025.pdf
2025-12-04,Card Purchase 12/03 Hk Kuro Games Limited Wan Chai Card 5058 -,-4.99,9092 Statement Nov 2025.pdf
2025-12-05,Card Purchase 12/04 IN-N-Out Rialto Rialto CA Card 5058 -,-6.84,9092 Statement Nov 2025.pdf
2025-12-08,Card Purchase 12/08 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Nov 2025.pdf
2025-12-08,Card Purchase 12/06 Domenico's Italian Kitc Beaumont CA Card -,-19.94,9092 Statement Nov 2025.pdf
2025-12-08,Card Purchase 12/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement Nov 2025.pdf
2025-12-08,Card Purchase 12/07 Papa Johns 3353 951-845-7272 CA Card 5058 -,-11.84,9092 Statement Nov 2025.pdf
2025-12-10,Card Purchase 12/09 Raising Canes 0470 Beaumont CA Card 5058 -,-14.75,9092 Statement Nov 2025.pdf
2025-12-11,Card Purchase With Pin 12/11 Petsmart #3251 Banning CA Card 5058 -,-63.56,9092 Statement Nov 2025.pdf
2025-12-11,Card Purchase 12/10 Wingstop 835 310-097-3152 CA Card 5058 -,-20.46,9092 Statement Nov 2025.pdf
2025-12-12,Card Purchase 12/12 Dd *Doordash Toplittl 855-431-0459 CA Card -,-11.84,9092 Statement Nov 2025.pdf
2025-12-15,Monthly Service Fee -,-15.00,9092 Statement Nov 2025.pdf
2025-12-15,Card Purchase 12/13 Dd *Doordash Toplittl 855-431-0459 CA Card -,-12.37,9092 Statement Nov 2025.pdf
2025-12-15,Card Purchase 12/13 Raising Canes 0470 Beaumont CA Card 5058 -,-12.49,9092 Statement Nov 2025.pdf
2025-12-15,Card Purchase 12/15 IN-N-Out Beaumont Beaumont CA Card 5058 -,-9.43,9092 Statement Nov 2025.pdf
2026-03-18,Online Transfer From Chk ...3122 Transaction#: 28484834470,1000.00,9092 Statement Apr 2026.pdf
2026-03-23,Card Purchase 03/23 Steamgames.Com 4259522 425-8899642 WA -,-3.74,9092 Statement Apr 2026.pdf
2026-03-23,Card Purchase 03/21 Wl *Steam Purchase 425-889-9642 WA Card -,-5.99,9092 Statement Apr 2026.pdf
2026-03-24,Card Purchase 03/23 Daveshotchicken Daveshotchick CA Card 5058 -,-15.83,9092 Statement Apr 2026.pdf
2026-03-26,Card Purchase With Pin 03/26 Arco #42173 Ampm Cathedral Cit CA Card -,-4.14,9092 Statement Apr 2026.pdf
2026-03-30,Card Purchase 03/26 Carls Jr 1100731 Palm Springs CA Card 5058 -,-15.72,9092 Statement Apr 2026.pdf
2026-03-30,Card Purchase 03/27 Popeyes 14465 San Bernardin CA Card 5058 -,-17.39,9092 Statement Apr 2026.pdf
2026-04-01,Payment Sent 03/31 Cash App*Chaz Oakland CA Card 5058 -,-23.00,9092 Statement Apr 2026.pdf
2026-04-01,Card Purchase 03/31 Kuro Games Hong Kong Card 5058 -,-4.99,9092 Statement Apr 2026.pdf
2026-04-02,Card Purchase 04/01 Daveshotchicken Daveshotchick CA Card 5058 -,-15.98,9092 Statement Apr 2026.pdf
2026-04-02,ATM Check Deposit 04/02 1693 E 2ND St Beaumont CA Card 5058,571.72,9092 Statement Apr 2026.pdf
2026-04-03,Card Purchase With Pin 04/03 Wal-Mart #5156 Beaumont CA Card 5058 -,-4.17,9092 Statement Apr 2026.pdf
2026-04-06,Card Purchase With Pin 04/06 Food4Less #0386 1691 E Beaumont CA -,-2.17,9092 Statement Apr 2026.pdf
2026-04-06,Card Purchase With Pin 04/06 Arco 904944 South Pasaden CA Card 5058 -,-4.74,9092 Statement Apr 2026.pdf
2026-04-06,Card Purchase With Pin 04/05 Morongo Band of Missio Cabazon CA Card -,-40.35,9092 Statement Apr 2026.pdf
2026-04-06,Card Purchase 04/05 Darumaya Banning CA Card 5058 -,-45.09,9092 Statement Apr 2026.pdf
2026-04-06,Card Purchase 04/04 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement Apr 2026.pdf
2026-04-07,Card Purchase 04/07 Dd *Doordash Kwankitc 855-431-0459 CA Card -,-36.82,9092 Statement Apr 2026.pdf
2026-04-07,Card Purchase 04/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement Apr 2026.pdf
2026-04-07,Card Purchase With Pin 04/07 Wal-Mart #5156 Beaumont CA Card 5058 -,-46.50,9092 Statement Apr 2026.pdf
2026-04-08,Card Purchase 04/08 Wutheringwaves.Kurogam Wanchai Card 5058 -,-9.99,9092 Statement Apr 2026.pdf
2026-04-10,Card Purchase With Pin 04/10 Rocket 670 San Bernardin CA Card 5058 -,-3.29,9092 Statement Apr 2026.pdf
2026-04-13,Card Purchase 04/10 Daveshotchicken Daveshotchick CA Card 5058 -,-15.83,9092 Statement Apr 2026.pdf
2026-04-13,Card Purchase With Pin 04/11 Arco #42620 Ampm Palm Springs CA Card -,-20.39,9092 Statement Apr 2026.pdf
2026-04-14,Card Purchase With Pin 04/14 Circle K Dealer # 0201 Indio CA Card 5058 -,-30.00,9092 Statement Apr 2026.pdf
2026-04-15,Monthly Service Fee -,-15.00,9092 Statement Apr 2026.pdf
2026-04-15,Card Purchase 04/15 Steamgames.Com 4259522 425-8899642 WA -,-19.99,9092 Statement Apr 2026.pdf
2026-04-20,Card Purchase 04/19 Tst* Yum Yum Donut - 42 Beaumont CA Card -,-11.25,9092 Statement May 2026.pdf
2026-04-20,ATM Check Deposit 04/18 1693 E 2ND St Beaumont CA Card 5058,768.47,9092 Statement May 2026.pdf
2026-04-21,Card Purchase 04/20 Sharetea Beaumont Beaumont CA Card 5058 -,-7.65,9092 Statement May 2026.pdf
2026-04-23,Card Purchase 04/23 Wl *Steam Purchase 425-889-9642 WA Card -,-59.99,9092 Statement May 2026.pdf
2026-04-23,Payment Received 04/23 Cash App*Albert*Cash O Oakland CA Card,20.00,9092 Statement May 2026.pdf
2026-04-23,Card Purchase 04/22 Starbucks 8007827282 800-782-7282 WA Card -,-5.45,9092 Statement May 2026.pdf
2026-04-27,Card Purchase With Pin 04/27 Wm Supercenter #5156 Beaumont CA Card -,-3.00,9092 Statement May 2026.pdf
2026-04-27,Card Purchase 04/25 Pacific Dermatology IN Beaumont CA Card -,-8.00,9092 Statement May 2026.pdf
2026-04-27,Card Purchase 04/25 Raising Canes 0470 Beaumont CA Card 5058 -,-12.49,9092 Statement May 2026.pdf
2026-04-27,Card Purchase With Pin 04/27 Wm Supercenter #5156 Beaumont CA Card -,-16.68,9092 Statement May 2026.pdf
2026-04-28,Card Purchase With Pin 04/28 Arco 905016 Palm Springs CA Card 5058 -,-4.14,9092 Statement May 2026.pdf
2026-04-28,Card Purchase 04/28 Sharetea Beaumont Beaumont CA Card 5058 -,-7.65,9092 Statement May 2026.pdf
2026-04-29,Card Purchase With Pin 04/29 Sobhy Yousef Banning CA Card 5058 -,-3.39,9092 Statement May 2026.pdf
2026-04-30,Card Purchase 04/29 Chipotle 3041 Banning CA Card 5058 -,-13.90,9092 Statement May 2026.pdf
2026-04-30,Card Purchase 04/28 Carls Jr 1100731 Palm Springs CA Card 5058 -,-16.38,9092 Statement May 2026.pdf
2026-04-30,Card Purchase With Pin 04/30 Wal-Mart #5156 - Beaumont CA Card -,-10.59,9092 Statement May 2026.pdf
2026-05-01,Card Purchase 04/30 Wuthering Waves Hong Kong Card 5058 -,-4.99,9092 Statement May 2026.pdf
2026-05-04,Card Purchase 05/02 Wuthering Waves Hong Kong Card 5058 -,-9.99,9092 Statement May 2026.pdf
2026-05-04,Card Purchase 05/04 Pp*Apple.Com/Bill 800-275-2273 CA Card 5058 -,-2.99,9092 Statement May 2026.pdf
2026-05-05,Card Purchase 05/04 Chipotle 3041 Banning CA Card 5058 -,-13.90,9092 Statement May 2026.pdf
2026-05-07,Card Purchase 05/07 Dd *Doordashdashpass Doordash.Com CA -,-9.99,9092 Statement May 2026.pdf
2026-05-07,Card Purchase With Pin 05/07 Sobhy Yousef Palm Springs CA Card 5058 -,-4.46,9092 Statement May 2026.pdf
2026-05-07,Card Purchase 05/06 Kuro Games Hk Card 5058 -,-14.99,9092 Statement May 2026.pdf
2026-05-07,Card Purchase 05/06 Wingstop 835 310-097-3152 CA Card 5058 -,-16.15,9092 Statement May 2026.pdf
2026-05-08,Card Purchase 05/07 Jersey Mikes Online Https://Prod. NJ Card 5058 -,-12.20,9092 Statement May 2026.pdf
2026-05-15,Online Transfer From Sav ...2257 Transaction#: 29235808137,3400.00,9092 Statement May 2026.pdf
2026-05-15,Monthly Service Fee -,-15.00,9092 Statement May 2026.pdf
